,features_of_interest_in_go_term,features_of_interest_in_go_term_gene_symbols,go_domain,go_name,n_background_in_go_term,n_features_of_interest_in_go_term,n_features_total_in_go_term,negative_log_p_value,bonferonni_corrected_negative_log_p_value
GO:0008286,"ENSG00000196396,ENSG00000117461,ENSG00000100554,ENSG00000159720,ENSG00000117410,ENSG00000147416,ENSG00000131100,ENSG00000151247,ENSG00000155097,ENSG00000113732,ENSG00000173473,ENSG00000166263,ENSG00000033627,ENSG00000136888,ENSG00000177885,ENSG00000177879,ENSG00000146247,ENSG00000137154","PTPN1,PIK3R3,ATP6V1D,ATP6V0D1,ATP6V0B,ATP6V1B2,ATP6V1E1,EIF4E,ATP6V1C1,ATP6V0E1,SMARCC1,STXBP4,ATP6V0A1,ATP6V1G1,GRB2,AP3S1,PHIP,RPS6",biological_process,insulin receptor signaling pathway,24,18,159,3.22225939754,-2.91546765655
GO:0006888,"ENSG00000152700,ENSG00000138674,ENSG00000196655,ENSG00000079332,ENSG00000074695,ENSG00000170043,ENSG00000101310,ENSG00000108587","SAR1B,SEC31A,TRAPPC4,SAR1A,LMAN1,TRAPPC1,SEC23B,GOSR1",biological_process,ER to Golgi vesicle-mediated transport,10,8,48,3.07232832933,-3.06539872475
GO:0000079,"ENSG00000107949,ENSG00000113328,ENSG00000134480,ENSG00000107937,ENSG00000020426,ENSG00000123975,ENSG00000134058,ENSG00000082258","BCCIP,CCNG1,CCNH,GTPBP4,MNAT1,CKS2,CDK7,CCNT2",biological_process,regulation of cyclin-dependent protein kinase activity,10,8,62,3.07232832933,-3.06539872475
GO:0046209,"ENSG00000150787,ENSG00000142546,ENSG00000143933,ENSG00000080824,ENSG00000120992","PTS,NOSIP,CALM2,HSP90AA1,LYPLA1",biological_process,nitric oxide metabolic process,6,5,19,3.06548555534,-3.07224149874
GO:0042771,"ENSG00000100603,ENSG00000078304,ENSG00000095002,ENSG00000100393,ENSG00000185088","SNW1,PPP2R5C,MSH2,EP300,RPS27L",biological_process,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,6,5,32,3.06548555534,-3.07224149874
GO:0030182,"ENSG00000102038,ENSG00000164885,ENSG00000166200,ENSG00000196591,ENSG00000104177","SMARCA1,CDK5,COPS2,HDAC2,MYEF2",biological_process,neuron differentiation,6,5,115,3.06548555534,-3.07224149874
GO:0051149,"ENSG00000173933,ENSG00000070831,ENSG00000183576,ENSG00000248643,ENSG00000044115","RBM4,CDC42,SETD3,RBM14-RBM4,CTNNA1",biological_process,positive regulation of muscle cell differentiation,6,5,29,3.06548555534,-3.07224149874
GO:0032880,"ENSG00000204628,ENSG00000116030,ENSG00000061676,ENSG00000171490,ENSG00000168385","GNB2L1,SUMO1,NCKAP1,RSL1D1,SEPT2",biological_process,regulation of protein localization,6,5,39,3.06548555534,-3.07224149874
GO:0000045,"ENSG00000144848,ENSG00000168397,ENSG00000170296,ENSG00000034713,ENSG00000145782","ATG3,ATG4B,GABARAP,GABARAPL2,ATG12",biological_process,autophagic vacuole assembly,6,5,31,3.06548555534,-3.07224149874
GO:0010212,"ENSG00000196419,ENSG00000162441,ENSG00000158019,ENSG00000139579,ENSG00000148153","XRCC6,LZIC,BRE,NABP2,INIP",biological_process,response to ionizing radiation,6,5,46,3.06548555534,-3.07224149874
GO:0000902,"ENSG00000112186,ENSG00000101109,ENSG00000113013,ENSG00000067560,ENSG00000109971","CAP2,STK4,HSPA9,RHOA,HSPA8",biological_process,cell morphogenesis,6,5,99,3.06548555534,-3.07224149874
GO:0001889,"ENSG00000075239,ENSG00000112972,ENSG00000117054,ENSG00000004455,ENSG00000070669","ACAT1,HMGCS1,ACADM,AK2,ASNS",biological_process,liver development,6,5,75,3.06548555534,-3.07224149874
GO:0006119,"ENSG00000165629,ENSG00000004455,ENSG00000010256,ENSG00000095002,ENSG00000173660","ATP5C1,AK2,UQCRC1,MSH2,UQCRH",biological_process,oxidative phosphorylation,6,5,14,3.06548555534,-3.07224149874
GO:0009058,"ENSG00000147383,ENSG00000159131,ENSG00000120053,ENSG00000079459,ENSG00000070785","NSDHL,GART,GOT1,FDFT1,EIF2B3",biological_process,biosynthetic process,6,5,77,3.06548555534,-3.07224149874
GO:0001843,"ENSG00000092148,ENSG00000204138,ENSG00000108518,ENSG00000140463,ENSG00000061676","HECTD1,PHACTR4,PFN1,BBS4,NCKAP1",biological_process,neural tube closure,6,5,69,3.06548555534,-3.07224149874
GO:0006796,"ENSG00000138777,ENSG00000141349,ENSG00000144136,ENSG00000180817,ENSG00000119640","PPA2,G6PC3,SLC20A1,PPA1,ACYP1",biological_process,phosphate-containing compound metabolic process,6,5,22,3.06548555534,-3.07224149874
GO:0007368,"ENSG00000166171,ENSG00000143156,ENSG00000101052,ENSG00000121989,ENSG00000120697","DPCD,NME7,IFT52,ACVR2A,ALG5",biological_process,determination of left/right symmetry,6,5,50,3.06548555534,-3.07224149874
GO:0008652,"ENSG00000070669,ENSG00000120053,ENSG00000092621,ENSG00000065154,ENSG00000135069","ASNS,GOT1,PHGDH,OAT,PSAT1",biological_process,cellular amino acid biosynthetic process,6,5,20,3.06548555534,-3.07224149874
GO:0006401,"ENSG00000075914,ENSG00000090621,ENSG00000088930,ENSG00000077348,ENSG00000164163","EXOSC7,PABPC4,XRN2,EXOSC5,ABCE1",biological_process,RNA catabolic process,6,5,19,3.06548555534,-3.07224149874
GO:0006486,"ENSG00000132581,ENSG00000129562,ENSG00000120697,ENSG00000244038,ENSG00000163902","SDF2,DAD1,ALG5,DDOST,RPN1",biological_process,protein glycosylation,6,5,110,3.06548555534,-3.07224149874
GO:0010976,"ENSG00000169139,ENSG00000239672,ENSG00000149557,ENSG00000011052,ENSG00000113657","UBE2V2,NME1,FEZ1,NME2,DPYSL3",biological_process,positive regulation of neuron projection development,6,5,50,3.06548555534,-3.07224149874
GO:0015684,"ENSG00000134697,ENSG00000132591,ENSG00000138430,ENSG00000185721,ENSG00000107937","GNL2,ERAL1,OLA1,DRG1,GTPBP4",biological_process,ferrous iron transport,6,5,17,3.06548555534,-3.07224149874
GO:0006631,"ENSG00000120992,ENSG00000011009,ENSG00000163126,ENSG00000157426,ENSG00000084754","LYPLA1,LYPLA2,ANKRD23,AASDH,HADHA",biological_process,fatty acid metabolic process,6,5,64,3.06548555534,-3.07224149874
GO:0006694,"ENSG00000139180,ENSG00000198189,ENSG00000147383,ENSG00000079459,ENSG00000116171","NDUFA9,HSD17B11,NSDHL,FDFT1,SCP2",biological_process,steroid biosynthetic process,6,5,34,3.06548555534,-3.07224149874
GO:0008284,"ENSG00000169714,ENSG00000102265,ENSG00000146247,ENSG00000166333,ENSG00000077721,ENSG00000254999,ENSG00000151422,ENSG00000069345,ENSG00000005022,ENSG00000113161,ENSG00000257365,ENSG00000114209,ENSG00000187109,ENSG00000165672,ENSG00000134419,ENSG00000151465,ENSG00000095059,ENSG00000170889,ENSG00000097046,ENSG00000196591,ENSG00000198034","CNBP,TIMP1,PHIP,ILK,UBE2A,BRK1,FER,DNAJA2,SLC25A5,HMGCR,FNTB,PDCD10,NAP1L1,PRDX3,RPS15A,CDC123,DHPS,RPS9,CDC7,HDAC2,RPS4X",biological_process,positive regulation of cell proliferation,29,21,455,2.86766510299,-3.2700619511
GO:0051260,"ENSG00000168958,ENSG00000214253,ENSG00000100380,ENSG00000113657,ENSG00000075239,ENSG00000147274,ENSG00000147601,ENSG00000067715,ENSG00000110906,ENSG00000163104","MFF,FIS1,ST13,DPYSL3,ACAT1,RBMX,TERF1,SYT1,KCTD10,SMARCAD1",biological_process,protein homooligomerization,13,10,161,2.85014033925,-3.28758671484
GO:0006695,"ENSG00000147383,ENSG00000160752,ENSG00000169714,ENSG00000104549,ENSG00000149809,ENSG00000001630,ENSG00000079459,ENSG00000113161,ENSG00000112972,ENSG00000147155","NSDHL,FDPS,CNBP,SQLE,TM7SF2,CYP51A1,FDFT1,HMGCR,HMGCS1,EBP",biological_process,cholesterol biosynthetic process,13,10,37,2.85014033925,-3.28758671484
GO:0051028,"ENSG00000204764,ENSG00000153201,ENSG00000102900,ENSG00000138095,ENSG00000169062,ENSG00000138757,ENSG00000163904,ENSG00000112531,ENSG00000136243,ENSG00000135486","RANBP17,RANBP2,NUP93,LRPPRC,UPF3A,G3BP2,SENP2,QKI,NUPL2,HNRNPA1",biological_process,mRNA transport,13,10,58,2.85014033925,-3.28758671484
GO:0000387,"ENSG00000074201,ENSG00000100028,ENSG00000182004,ENSG00000125835,ENSG00000124562,ENSG00000137574,ENSG00000143977,ENSG00000164902,ENSG00000139343,ENSG00000167088","CLNS1A,SNRPD3,SNRPE,SNRPB,SNRPC,TGS1,SNRPG,PHAX,SNRPF,SNRPD1",biological_process,spliceosomal snRNP assembly,13,10,28,2.85014033925,-3.28758671484
GO:0043161,"ENSG00000100387,ENSG00000078304,ENSG00000113851,ENSG00000081154,ENSG00000087191,ENSG00000100804,ENSG00000119048,ENSG00000070010,ENSG00000197111,ENSG00000110906,ENSG00000066427,ENSG00000162191","RBX1,PPP2R5C,CRBN,PCNP,PSMC5,PSMB5,UBE2B,UFD1L,PCBP2,KCTD10,ATXN3,UBXN1",biological_process,proteasomal ubiquitin-dependent protein catabolic process,16,12,63,2.73245916591,-3.40526788818
GO:0043687,"ENSG00000129562,ENSG00000244038,ENSG00000120697,ENSG00000180398,ENSG00000151665,ENSG00000185808,ENSG00000163902,ENSG00000152700,ENSG00000118705,ENSG00000100417,ENSG00000074695,ENSG00000167004,ENSG00000095059,ENSG00000138674","DAD1,DDOST,ALG5,MCFD2,PIGF,PIGP,RPN1,SAR1B,RPN2,PMM1,LMAN1,PDIA3,DHPS,SEC31A",biological_process,post-translational protein modification,19,14,192,2.66635429276,-3.47137276133
GO:0006605,"ENSG00000108953,ENSG00000164924,ENSG00000134308,ENSG00000170296,ENSG00000166263,ENSG00000196586,ENSG00000142676","YWHAE,YWHAZ,YWHAQ,GABARAP,STXBP4,MYO6,RPL11",biological_process,protein targeting,9,7,40,2.65220434505,-3.48552270904
GO:0051056,"ENSG00000067560,ENSG00000089820,ENSG00000070831,ENSG00000136238,ENSG00000057608,ENSG00000138757,ENSG00000128656","RHOA,ARHGAP4,CDC42,RAC1,GDI2,G3BP2,CHN1",biological_process,regulation of small GTPase mediated signal transduction,9,7,180,2.65220434505,-3.48552270904
GO:0000910,"ENSG00000125354,ENSG00000103769,ENSG00000159140,ENSG00000138175,ENSG00000137100,ENSG00000115561,ENSG00000172757","SEPT6,RAB11A,SON,ARL3,DCTN3,CHMP3,CFL1",biological_process,cytokinesis,9,7,63,2.65220434505,-3.48552270904
GO:0051289,"ENSG00000179958,ENSG00000104325,ENSG00000178035,ENSG00000149925,ENSG00000166228,ENSG00000145439,ENSG00000095059","DCTPP1,DECR1,IMPDH2,ALDOA,PCBD1,CBR4,DHPS",biological_process,protein homotetramerization,9,7,49,2.65220434505,-3.48552270904
GO:0040008,"ENSG00000071243,ENSG00000146247,ENSG00000185787,ENSG00000175792,ENSG00000112983,ENSG00000183207,ENSG00000170035","ING3,PHIP,MORF4L1,RUVBL1,BRD8,RUVBL2,UBE2E3",biological_process,regulation of growth,9,7,55,2.65220434505,-3.48552270904
GO:0006633,"ENSG00000004779,ENSG00000099194,ENSG00000149485,ENSG00000145439,ENSG00000149313,ENSG00000074696,ENSG00000116171","NDUFAB1,SCD,FADS1,CBR4,AASDHPPT,PTPLAD1,SCP2",biological_process,fatty acid biosynthetic process,9,7,59,2.65220434505,-3.48552270904
GO:0043200,"ENSG00000070669,ENSG00000113732,ENSG00000067560,ENSG00000172757","ASNS,ATP6V0E1,RHOA,CFL1",biological_process,response to amino acid stimulus,5,4,27,2.55446048337,-3.58326657072
GO:0043982,"ENSG00000111653,ENSG00000163875,ENSG00000187778,ENSG00000025293","ING4,MEAF6,MCRS1,PHF20",biological_process,histone H4-K8 acetylation,5,4,16,2.55446048337,-3.58326657072
GO:0000281,"ENSG00000136108,ENSG00000138592,ENSG00000134982,ENSG00000133026","CKAP2,USP8,APC,MYH10",biological_process,cytokinesis after mitosis,5,4,14,2.55446048337,-3.58326657072
GO:0006662,"ENSG00000167004,ENSG00000136810,ENSG00000100348,ENSG00000143870","PDIA3,TXN,TXN2,PDIA6",biological_process,glycerol ether metabolic process,5,4,15,2.55446048337,-3.58326657072
GO:0043981,"ENSG00000111653,ENSG00000163875,ENSG00000187778,ENSG00000025293","ING4,MEAF6,MCRS1,PHF20",biological_process,histone H4-K5 acetylation,5,4,16,2.55446048337,-3.58326657072
GO:0071377,"ENSG00000186469,ENSG00000087460,ENSG00000162188,ENSG00000174021","GNG2,GNAS,GNG3,GNG5",biological_process,cellular response to glucagon stimulus,5,4,37,2.55446048337,-3.58326657072
GO:0045471,"ENSG00000135390,ENSG00000070501,ENSG00000067560,ENSG00000113161","ATP5G2,POLB,RHOA,HMGCR",biological_process,response to ethanol,5,4,81,2.55446048337,-3.58326657072
GO:0000187,"ENSG00000170315,ENSG00000162188,ENSG00000143947,ENSG00000221983","UBB,GNG3,RPS27A,UBA52",biological_process,activation of MAPK activity,5,4,109,2.55446048337,-3.58326657072
GO:0016925,"ENSG00000112701,ENSG00000188612,ENSG00000116030,ENSG00000153201","SENP6,SUMO2,SUMO1,RANBP2",biological_process,protein sumoylation,5,4,24,2.55446048337,-3.58326657072
GO:0045216,"ENSG00000154639,ENSG00000136238,ENSG00000044115,ENSG00000075624","CXADR,RAC1,CTNNA1,ACTB",biological_process,cell-cell junction organization,5,4,67,2.55446048337,-3.58326657072
GO:0051402,"ENSG00000164305,ENSG00000164885,ENSG00000111640,ENSG00000176171","CASP3,CDK5,GAPDH,BNIP3",biological_process,neuron apoptotic process,5,4,29,2.55446048337,-3.58326657072
GO:0045739,"ENSG00000100823,ENSG00000158019,ENSG00000169139,ENSG00000177889","APEX1,BRE,UBE2V2,UBE2N",biological_process,positive regulation of DNA repair,5,4,24,2.55446048337,-3.58326657072
GO:0060334,"ENSG00000196396,ENSG00000159128,ENSG00000116030,ENSG00000096384","PTPN1,IFNGR2,SUMO1,HSP90AB1",biological_process,regulation of interferon-gamma-mediated signaling pathway,5,4,18,2.55446048337,-3.58326657072
GO:0048015,"ENSG00000163918,ENSG00000082701,ENSG00000067560,ENSG00000123975","RFC4,GSK3B,RHOA,CKS2",biological_process,phosphatidylinositol-mediated signaling,5,4,91,2.55446048337,-3.58326657072
GO:0006469,"ENSG00000166333,ENSG00000154096,ENSG00000084207,ENSG00000168734","ILK,THY1,GSTP1,PKIG",biological_process,negative regulation of protein kinase activity,5,4,68,2.55446048337,-3.58326657072
GO:0050690,"ENSG00000143761,ENSG00000161203,ENSG00000136238,ENSG00000042753","ARF1,AP2M1,RAC1,AP2S1",biological_process,regulation of defense response to virus by virus,5,4,29,2.55446048337,-3.58326657072
GO:0050790,"ENSG00000020426,ENSG00000115685,ENSG00000100644,ENSG00000168385","MNAT1,PPP1R7,HIF1A,SEPT2",biological_process,regulation of catalytic activity,5,4,23,2.55446048337,-3.58326657072
GO:0006465,"ENSG00000166562,ENSG00000114902,ENSG00000102910,ENSG00000140612","SEC11C,SPCS1,LONP2,SEC11A",biological_process,signal peptide processing,5,4,9,2.55446048337,-3.58326657072
GO:0051897,"ENSG00000166333,ENSG00000147649,ENSG00000143575,ENSG00000108561","ILK,MTDH,HAX1,C1QBP",biological_process,positive regulation of protein kinase B signaling cascade,5,4,75,2.55446048337,-3.58326657072
GO:0006378,"ENSG00000090060,ENSG00000070756,ENSG00000166477,ENSG00000107951","PAPOLA,PABPC1,LEO1,MTPAP",biological_process,mRNA polyadenylation,5,4,24,2.55446048337,-3.58326657072
GO:0006261,"ENSG00000077097,ENSG00000070501,ENSG00000129197,ENSG00000117748","TOP2B,POLB,RPAIN,RPA2",biological_process,DNA-dependent DNA replication,5,4,22,2.55446048337,-3.58326657072
GO:0051591,"ENSG00000239672,ENSG00000011052,ENSG00000164258,ENSG00000172270","NME1,NME2,NDUFS4,BSG",biological_process,response to cAMP,5,4,44,2.55446048337,-3.58326657072
GO:0001932,"ENSG00000115355,ENSG00000151422,ENSG00000146247,ENSG00000164258","CCDC88A,FER,PHIP,NDUFS4",biological_process,regulation of protein phosphorylation,5,4,39,2.55446048337,-3.58326657072
GO:0006520,"ENSG00000150787,ENSG00000070669,ENSG00000120053,ENSG00000128272","PTS,ASNS,GOT1,ATF4",biological_process,cellular amino acid metabolic process,5,4,58,2.55446048337,-3.58326657072
GO:0043653,"ENSG00000168958,ENSG00000214253,ENSG00000176171,ENSG00000144848","MFF,FIS1,BNIP3,ATG3",biological_process,mitochondrial fragmentation involved in apoptotic process,5,4,7,2.55446048337,-3.58326657072
GO:0043085,"ENSG00000197746,ENSG00000204138,ENSG00000103018,ENSG00000180228","PSAP,PHACTR4,CYB5B,PRKRA",biological_process,positive regulation of catalytic activity,5,4,52,2.55446048337,-3.58326657072
GO:0007224,"ENSG00000147383,ENSG00000100578,ENSG00000101052,ENSG00000168385","NSDHL,KIAA0586,IFT52,SEPT2",biological_process,smoothened signaling pathway,5,4,53,2.55446048337,-3.58326657072
GO:0034332,"ENSG00000070831,ENSG00000166128,ENSG00000044115,ENSG00000075624","CDC42,RAB8B,CTNNA1,ACTB",biological_process,adherens junction organization,5,4,38,2.55446048337,-3.58326657072
GO:0032968,"ENSG00000140395,ENSG00000196235,ENSG00000154582,ENSG00000166477","WDR61,SUPT5H,TCEB1,LEO1",biological_process,positive regulation of transcription elongation from RNA polymerase II promoter,5,4,12,2.55446048337,-3.58326657072
GO:0034453,"ENSG00000135968,ENSG00000078674,ENSG00000074054,ENSG00000163539","GCC2,PCM1,CLASP1,CLASP2",biological_process,microtubule anchoring,5,4,11,2.55446048337,-3.58326657072
GO:0006869,"ENSG00000197746,ENSG00000116171,ENSG00000184831,ENSG00000178878","PSAP,SCP2,APOO,APOLD1",biological_process,lipid transport,5,4,66,2.55446048337,-3.58326657072
GO:0032465,"ENSG00000147400,ENSG00000196504,ENSG00000140463,ENSG00000143933","CETN2,PRPF40A,BBS4,CALM2",biological_process,regulation of cytokinesis,5,4,12,2.55446048337,-3.58326657072
GO:0007601,"ENSG00000131238,ENSG00000065154,ENSG00000099204,ENSG00000205981","PPT1,OAT,ABLIM1,DNAJC19",biological_process,visual perception,5,4,194,2.55446048337,-3.58326657072
GO:0008333,"ENSG00000115561,ENSG00000168172,ENSG00000170310,ENSG00000086065","CHMP3,HOOK3,STX8,CHMP5",biological_process,endosome to lysosome transport,5,4,29,2.55446048337,-3.58326657072
GO:0008360,"ENSG00000153774,ENSG00000149925,ENSG00000196504,ENSG00000133026","CFDP1,ALDOA,PRPF40A,MYH10",biological_process,regulation of cell shape,5,4,115,2.55446048337,-3.58326657072
GO:0010243,"ENSG00000100823,ENSG00000126067,ENSG00000112972,ENSG00000113328","APEX1,PSMB2,HMGCS1,CCNG1",biological_process,response to organic nitrogen,5,4,34,2.55446048337,-3.58326657072
GO:0007005,"ENSG00000136758,ENSG00000116288,ENSG00000154639,ENSG00000165672","YME1L1,PARK7,CXADR,PRDX3",biological_process,mitochondrion organization,5,4,38,2.55446048337,-3.58326657072
GO:0006954,"ENSG00000116288,ENSG00000136238,ENSG00000204574,ENSG00000126432","PARK7,RAC1,ABCF1,PRDX5",biological_process,inflammatory response,5,4,346,2.55446048337,-3.58326657072
GO:0010468,"ENSG00000100644,ENSG00000092621,ENSG00000152795,ENSG00000130816","HIF1A,PHGDH,HNRNPDL,DNMT1",biological_process,regulation of gene expression,5,4,118,2.55446048337,-3.58326657072
GO:0006936,"ENSG00000092841,ENSG00000143933,ENSG00000143549,ENSG00000196465","MYL6,CALM2,TPM3,MYL6B",biological_process,muscle contraction,5,4,108,2.55446048337,-3.58326657072
GO:0016485,"ENSG00000111142,ENSG00000164305,ENSG00000078304,ENSG00000196236","METAP2,CASP3,PPP2R5C,XPNPEP3",biological_process,protein processing,5,4,42,2.55446048337,-3.58326657072
GO:0016571,"ENSG00000160310,ENSG00000126457,ENSG00000165671,ENSG00000181090","PRMT2,PRMT1,NSD1,EHMT1",biological_process,histone methylation,5,4,28,2.55446048337,-3.58326657072
GO:0007229,"ENSG00000166333,ENSG00000151914,ENSG00000119185,ENSG00000083457","ILK,DST,ITGB1BP1,ITGAE",biological_process,integrin-mediated signaling pathway,5,4,76,2.55446048337,-3.58326657072
GO:0042127,"ENSG00000163938,ENSG00000153774,ENSG00000115355,ENSG00000100320,ENSG00000044115,ENSG00000125954,ENSG00000130816,ENSG00000257365,ENSG00000100644","GNL3,CFDP1,CCDC88A,RBFOX2,CTNNA1,CHURC1-FNTB,DNMT1,FNTB,HIF1A",biological_process,regulation of cell proliferation,12,9,155,2.48443576264,-3.65329129145
GO:0006091,"ENSG00000267059,ENSG00000151729,ENSG00000164919,ENSG00000113552,ENSG00000127540,ENSG00000075415,ENSG00000184203,ENSG00000110955,ENSG00000127184","UQCR11,SLC25A4,COX6C,GNPDA1,UQCR11,SLC25A3,PPP1R2,ATP5B,COX7C",biological_process,generation of precursor metabolites and energy,12,9,54,2.48443576264,-3.65329129145
GO:0034660,"ENSG00000074201,ENSG00000100028,ENSG00000182004,ENSG00000125835,ENSG00000137574,ENSG00000143977,ENSG00000164902,ENSG00000139343,ENSG00000167088","CLNS1A,SNRPD3,SNRPE,SNRPB,TGS1,SNRPG,PHAX,SNRPF,SNRPD1",biological_process,ncRNA metabolic process,12,9,24,2.48443576264,-3.65329129145
GO:0071456,"ENSG00000100387,ENSG00000103363,ENSG00000170315,ENSG00000100393,ENSG00000176171,ENSG00000221983,ENSG00000154582,ENSG00000100644,ENSG00000143947","RBX1,TCEB2,UBB,EP300,BNIP3,UBA52,TCEB1,HIF1A,RPS27A",biological_process,cellular response to hypoxia,12,9,78,2.48443576264,-3.65329129145
GO:0030324,"ENSG00000151247,ENSG00000189403,ENSG00000172531,ENSG00000149196,ENSG00000104763,ENSG00000100393","EIF4E,HMGB1,PPP1CA,C11orf73,ASAH1,EP300",biological_process,lung development,8,6,103,2.2412355268,-3.89649152729
GO:0050796,"ENSG00000166562,ENSG00000151729,ENSG00000140612,ENSG00000087460,ENSG00000114902,ENSG00000005022","SEC11C,SLC25A4,SEC11A,GNAS,SPCS1,SLC25A5",biological_process,regulation of insulin secretion,8,6,88,2.2412355268,-3.89649152729
GO:0007265,"ENSG00000148484,ENSG00000145907,ENSG00000108061,ENSG00000138757,ENSG00000138592,ENSG00000177885","RSU1,G3BP1,SHOC2,G3BP2,USP8,GRB2",biological_process,Ras protein signal transduction,8,6,81,2.2412355268,-3.89649152729
GO:0006613,"ENSG00000182934,ENSG00000170540,ENSG00000008952,ENSG00000163479,ENSG00000153037,ENSG00000114850","SRPR,ARL6IP1,SEC62,SSR2,SRP19,SSR3",biological_process,cotranslational protein targeting to membrane,8,6,9,2.2412355268,-3.89649152729
GO:0031124,"ENSG00000125351,ENSG00000100650,ENSG00000115875,ENSG00000160201,ENSG00000090060,ENSG00000116754,ENSG00000112081,ENSG00000131795","UPF3B,SRSF5,SRSF7,U2AF1,PAPOLA,SRSF11,SRSF3,RBM8A",biological_process,mRNA 3'-end processing,11,8,35,2.12992616695,-4.00780088713
GO:0007179,"ENSG00000170315,ENSG00000067560,ENSG00000197323,ENSG00000023734,ENSG00000141027,ENSG00000221983,ENSG00000143799,ENSG00000088832,ENSG00000082258,ENSG00000172531,ENSG00000143947,ENSG00000114126","UBB,RHOA,TRIM33,STRAP,NCOR1,UBA52,PARP1,FKBP1A,CCNT2,PPP1CA,RPS27A,TFDP2",biological_process,transforming growth factor beta receptor signaling pathway,17,12,124,2.07239053951,-4.06533651457
GO:0006897,"ENSG00000099246,ENSG00000239672,ENSG00000196586,ENSG00000136238,ENSG00000077254","RAB18,NME1,MYO6,RAC1,USP33",biological_process,endocytosis,7,5,125,1.84145205618,-4.29627499791
GO:0030218,"ENSG00000005483,ENSG00000160199,ENSG00000164587,ENSG00000105372,ENSG00000187735","KMT2E,PKNOX1,RPS14,RPS19,TCEA1",biological_process,erythrocyte differentiation,7,5,48,1.84145205618,-4.29627499791
GO:0042147,"ENSG00000135968,ENSG00000129515,ENSG00000069329,ENSG00000108587,ENSG00000122958","GCC2,SNX6,VPS35,GOSR1,VPS26A",biological_process,"retrograde transport, endosome to Golgi",7,5,31,1.84145205618,-4.29627499791
GO:0034329,"ENSG00000166333,ENSG00000062716,ENSG00000044115,ENSG00000075624,ENSG00000148484","ILK,VMP1,CTNNA1,ACTB,RSU1",biological_process,cell junction assembly,7,5,80,1.84145205618,-4.29627499791
GO:0051262,"ENSG00000239900,ENSG00000155463,ENSG00000008311,ENSG00000198431,ENSG00000113161","ADSL,OXA1L,AASS,TXNRD1,HMGCR",biological_process,protein tetramerization,7,5,30,1.84145205618,-4.29627499791
GO:0000375,"ENSG00000115524,ENSG00000183431,ENSG00000188529,ENSG00000175324,ENSG00000060688,ENSG00000116752,ENSG00000136527","SF3B1,SF3A3,SRSF10,LSM1,SNRNP40,BCAS2,TRA2B",biological_process,"RNA splicing, via transesterification reactions",10,7,28,1.78841245313,-4.34931460096
GO:0032088,"ENSG00000160310,ENSG00000173163,ENSG00000108395,ENSG00000106052,ENSG00000187555,ENSG00000101843,ENSG00000149273","PRMT2,COMMD1,TRIM37,TAX1BP1,USP7,PSMD10,RPS3",biological_process,negative regulation of NF-kappaB transcription factor activity,10,7,66,1.78841245313,-4.34931460096
GO:0006470,"ENSG00000196396,ENSG00000127947,ENSG00000115241,ENSG00000144048,ENSG00000119414,ENSG00000058272,ENSG00000172531,ENSG00000163644,ENSG00000184007","PTPN1,PTPN12,PPM1G,DUSP11,PPP6C,PPP1R12A,PPP1CA,PPM1K,PTP4A2",biological_process,protein dephosphorylation,13,9,149,1.78085603814,-4.35687101595
GO:0007173,"ENSG00000170315,ENSG00000141367,ENSG00000082701,ENSG00000042753,ENSG00000070831,ENSG00000143933,ENSG00000143947,ENSG00000161203,ENSG00000177885,ENSG00000221983,ENSG00000168374,ENSG00000136738","UBB,CLTC,GSK3B,AP2S1,CDC42,CALM2,RPS27A,AP2M1,GRB2,UBA52,ARF4,STAM",biological_process,epidermal growth factor receptor signaling pathway,18,12,135,1.56713162636,-4.57059542772
GO:0006921,"ENSG00000160049,ENSG00000164305,ENSG00000026025,ENSG00000134982,ENSG00000108424,ENSG00000189403","DFFA,CASP3,VIM,APC,KPNB1,HMGB1",biological_process,cellular component disassembly involved in execution phase of apoptosis,9,6,51,1.46215224684,-4.67557480725
GO:0000245,"ENSG00000079785,ENSG00000003756,ENSG00000182004,ENSG00000198563,ENSG00000143977,ENSG00000167088","DDX1,RBM5,SNRPE,DDX39B,SNRPG,SNRPD1",biological_process,spliceosomal complex assembly,9,6,27,1.46215224684,-4.67557480725
GO:0030335,"ENSG00000067560,ENSG00000166333,ENSG00000151422,ENSG00000113811,ENSG00000204628,ENSG00000134982","RHOA,ILK,FER,SELK,GNB2L1,APC",biological_process,positive regulation of cell migration,9,6,120,1.46215224684,-4.67557480725
GO:0016579,"ENSG00000102226,ENSG00000103194,ENSG00000154277,ENSG00000187555,ENSG00000077254,ENSG00000138592","USP11,USP10,UCHL1,USP7,USP33,USP8",biological_process,protein deubiquitination,9,6,34,1.46215224684,-4.67557480725
GO:0051291,"ENSG00000173660,ENSG00000166333,ENSG00000166228,ENSG00000044115,ENSG00000177885,ENSG00000138758","UQCRH,ILK,PCBD1,CTNNA1,GRB2,SEPT11",biological_process,protein heterooligomerization,9,6,51,1.46215224684,-4.67557480725
GO:0051384,"ENSG00000110492,ENSG00000120053,ENSG00000189403,ENSG00000067560","MDK,GOT1,HMGB1,RHOA",biological_process,response to glucocorticoid stimulus,6,4,77,1.45564878628,-4.68207826781
